,Conditions,Datestamp,Dew Point,Events,Gust Speed,Heat Index,Humidity,Precip,Pressure,Temp.,Time (HKT),Visibility,Wind Dir,Wind Speed,Windchill,Mlabels
0,[Mostly Cloudy],2010-1-1,[11.0 °C],[],[-],,[68%],[N/A],[1018 hPa],[17.0 °C],[12:00 AM],[9.0 km],[East],"[31.5 km/h
		/ 8.7 m/s]",,METAR VHHH 311600Z 10017KT 9000 FEW025 BKN080 17/11 Q1018 NOSIG
0,[Mostly Cloudy],2010-1-1,[11.0 °C],[],[-],,[68%],[N/A],[1018 hPa],[17.0 °C],[12:30 AM],[9.0 km],[ESE],"[27.8 km/h
		/ 7.7 m/s]",,METAR VHHH 311630Z 11015KT 9000 FEW022 BKN060 17/11 Q1018 NOSIG
0,[Mostly Cloudy],2010-1-1,[11.0 °C],[],[-],,[68%],[N/A],[1018 hPa],[17.0 °C],[1:00 AM],[9.0 km],[East],"[29.6 km/h
		/ 8.2 m/s]",,METAR VHHH 311700Z 10016KT 9000 FEW022 BKN060 17/11 Q1018 NOSIG
0,[Mostly Cloudy],2010-1-1,[11.0 °C],[],[-],,[68%],[N/A],[1018 hPa],[17.0 °C],[1:30 AM],[9.0 km],[East],"[29.6 km/h
		/ 8.2 m/s]",,METAR VHHH 311730Z 10016KT 9000 FEW022 SCT035 BKN060 17/11 Q1018 NOSIG
0,[Mostly Cloudy],2010-1-1,[10 °C],[],[-],,[54%],[-],[1018 hPa],[17 °C],[2:00 AM],[7 km],[East],"[25.2 km/h
		/]",,AAXX 31181 45007 12557 71007 10167 20097 30175 40184 58001 60001 875// 333 58015 81622 83635 85656
0,[Mostly Cloudy],2010-1-1,[10.0 °C],[],[-],,[63%],[N/A],[1018 hPa],[17.0 °C],[2:00 AM],[9.0 km],[East],"[24.1 km/h
		/ 6.7 m/s]",,METAR VHHH 311800Z 10013KT 9000 FEW022 SCT035 BKN060 17/10 Q1018 NOSIG
0,[Mostly Cloudy],2010-1-1,[9.0 °C],[],[-],,[59%],[N/A],[1018 hPa],[17.0 °C],[2:30 AM],[10.0 km],[East],"[25.9 km/h
		/ 7.2 m/s]",,METAR VHHH 311830Z 09014KT 9999 FEW020 SCT030 BKN060 17/09 Q1018 NOSIG
0,[Light Rain],2010-1-1,[10.0 °C],[Rain],[-],,[63%],[N/A],[1018 hPa],[17.0 °C],[3:00 AM],[9.0 km],[East],"[22.2 km/h
		/ 6.2 m/s]",,METAR VHHH 311900Z 10012KT 9000 -RA FEW015 SCT025 BKN060 17/10 Q1018 NOSIG
0,[Light Rain],2010-1-1,[11.0 °C],[Rain],[-],,[72%],[N/A],[1017 hPa],[16.0 °C],[3:30 AM],[9.0 km],[East],"[25.9 km/h
		/ 7.2 m/s]",,METAR VHHH 311930Z 10014KT 9000 -RA FEW015 SCT025 BKN060 16/11 Q1017 NOSIG
0,[Mostly Cloudy],2010-1-1,[11.0 °C],[],[-],,[72%],[N/A],[1017 hPa],[16.0 °C],[4:00 AM],[9.0 km],[East],"[25.9 km/h
		/ 7.2 m/s]",,METAR VHHH 312000Z 10014KT 9000 FEW015 SCT025 BKN060 16/11 Q1017 NOSIG
0,[Mostly Cloudy],2010-1-1,[11.0 °C],[],[-],,[72%],[N/A],[1017 hPa],[16.0 °C],[4:30 AM],[8.0 km],[East],"[25.9 km/h
		/ 7.2 m/s]",,METAR VHHH 312030Z 10014KT 8000 FEW015 SCT025 BKN060 16/11 Q1017 NOSIG
0,[Mostly Cloudy],2010-1-1,[11.0 °C],[],[-],,[72%],[N/A],[1017 hPa],[16.0 °C],[5:00 AM],[8.0 km],[East],"[20.4 km/h
		/ 5.7 m/s]",,METAR VHHH 312100Z 09011KT 8000 FEW015 SCT025 BKN060 16/11 Q1017 NOSIG
0,[Mostly Cloudy],2010-1-1,[11.0 °C],[],[-],,[72%],[N/A],[1017 hPa],[16.0 °C],[5:30 AM],[8.0 km],[East],"[20.4 km/h
		/ 5.7 m/s]",,METAR VHHH 312130Z 09011KT 8000 FEW015 SCT025 BKN060 16/11 Q1017 NOSIG
